user_id,account_number,currency_code,balance,created_at
11,5143358592732241,ANG,8253.91,7637-05-29T14:12:00
94,5362684012716827,AWG,3175.33,7818-01-16T05:57:00
68,4846622533720,PYG,7659.09,4161-01-03T14:17:00
32,378784671611323,XAU,2301.10,3351-11-10T12:35:00
58,375213661510190,ZAR,5742.60,4461-03-01T18:54:00
11,374054078611412,BIF,5970.87,5958-01-19T04:30:00
79,4880626587091,ERN,8725.50,1075-12-03T14:06:00
64,4003485457046,EEK,225.29,3548-11-04T16:09:00
69,5499486923597148,EUR,153.40,9942-04-08T04:21:00
2,4758893302090,PGK,8160.22,1641-11-25T07:21:00
65,4190273699644,UZS,8393.40,6722-08-12T12:36:00
34,4993709104380529,XBB,9405.79,2620-03-16T11:07:00
66,346690258931661,RUB,5528.41,3442-12-03T02:58:00
62,370560201474812,SEK,5486.22,5310-03-17T15:14:00
4,4724519022901256,HTG,5870.88,3182-09-05T06:55:00
55,4880311455712,TOP,6827.86,4187-01-05T15:11:00
43,5196573213520082,RWF,8517.89,7339-02-17T03:57:00
37,4361007338566,AWG,5995.76,5869-02-06T01:55:00
74,340231257863584,NPR,7595.02,8573-12-10T15:10:00
76,5301958504529177,SOS,9640.50,7762-03-07T11:38:00
50,4571634320174474,CDF,1001.43,4799-10-24T17:43:00
30,4353982581115668,LBP,7905.36,6605-10-31T10:37:00
15,376775303327680,TRY,4242.96,7063-01-24T22:19:00
76,5241800551213656,UZS,9925.51,6478-09-27T23:20:00
41,4175457956562600,SOS,2149.88,2807-10-20T10:46:00
65,5308243275979858,SBD,8714.64,9550-12-23T03:34:00
64,5532972733853952,XOF,660.56,8550-07-01T18:25:00
21,4475963635493205,CHF,3470.88,1712-06-25T17:46:00
47,342853501189326,INR,6767.13,2877-09-17T23:58:00
41,345750471541698,ZMK,2074.36,4657-07-05T05:52:00
83,5186774633304212,ISK,441.81,7576-07-19T04:33:00
32,5309777458018173,KPW,1974.03,3945-09-21T12:41:00
20,370614538050290,IDR,7880.15,3219-11-06T19:08:00
79,348707189522456,CRC,2446.75,4203-09-26T18:03:00
41,5223620303544204,NIO,2726.76,2988-08-07T09:43:00
36,376972879735034,ZAR,657.62,3698-02-13T09:14:00
97,370030575870973,HKD,631.51,8623-08-12T06:44:00
71,344890561710472,DZD,8489.26,8045-03-06T19:54:00
22,5471254705843995,BIF,9915.28,7192-06-13T01:51:00
96,373907594580345,MXN,1188.95,3190-04-26T08:10:00
69,5108533951456953,QAR,2194.96,6503-10-26T20:38:00
39,5488860258161378,ETB,5151.16,9359-04-04T21:17:00
41,347252314815723,HNL,457.60,9182-05-30T16:19:00
100,5460176342223047,HNL,4726.61,2133-06-04T03:11:00
54,373109093942999,COP,7961.22,7593-03-11T02:27:00
52,373813067833224,PAB,9770.17,9102-01-30T19:00:00
77,5387582697736220,TOP,1644.01,8347-03-26T16:52:00
63,347924143767394,TTD,481.29,2206-11-25T07:21:00
44,5307510812598966,MWK,5087.22,1331-11-02T17:40:00
28,4426346217277495,XDR,7999.81,4521-10-31T22:54:00
18,346164171433283,BSD,2338.74,9514-12-16T04:16:00
100,374618118878182,BZD,3084.86,6909-02-16T04:17:00
31,4164385000820,SGD,2262.68,1876-11-29T09:45:00
33,5380038316320299,XOF,289.29,1392-01-01T09:48:00
54,378915772633977,TRY,7582.81,6847-08-21T14:05:00
57,5321856972599076,CAD,9185.51,2797-03-21T18:16:00
64,5492619279338173,MNT,977.59,1971-12-10T14:32:00
71,4878980842514,TRY,8368.30,4056-02-05T01:15:00
61,5577488437141913,BWP,1056.49,1165-01-11T16:30:00
88,4797107850696982,MOP,3475.88,1353-01-13T13:00:00
14,340690838032947,SLL,4246.38,9301-07-23T04:53:00
93,5445828035167481,ANG,1761.60,9198-11-28T08:29:00
94,5363123788771558,PEN,6434.45,3392-10-21T08:53:00
26,4940645873479106,SEK,754.34,7079-05-05T09:43:00
68,5205489664014161,KYD,5943.92,2343-05-23T21:21:00
26,5330630629674908,XTS,2222.68,9642-05-24T16:48:00
40,5477270607351253,BSD,403.49,6286-12-11T23:48:00
3,4339846747445195,BND,8613.34,8382-07-10T20:03:00
20,5287635527296020,MGA,6350.90,2403-02-21T05:33:00
82,5327723876984529,NOK,7350.91,8775-05-02T06:21:00
62,4693008968517570,VND,4125.39,3163-03-15T17:19:00
92,372702829911460,LKR,9324.02,3192-06-21T16:41:00
44,378564531889552,XAG,4113.27,4993-04-02T21:59:00
56,5271601938733280,CRC,6063.73,2471-05-02T15:57:00
49,4270865545290,GTQ,418.60,9547-09-11T05:41:00
51,5248191348835388,LRD,598.89,8379-05-05T11:10:00
56,5227624084973380,ARS,8925.51,7583-04-20T22:31:00
27,371104206330433,BWP,5348.57,3599-03-08T15:47:00
5,5525842210593117,JOD,9414.90,2888-01-24T06:42:00
84,376773188294828,CVE,5187.57,6689-11-10T18:49:00
61,5374924663422291,LRD,7506.74,4759-02-27T03:07:00
15,5322864390673282,ARS,2269.64,1543-10-26T22:03:00
24,371361266839495,HRK,5219.59,2267-01-22T00:33:00
97,4807647899777,SRD,9562.08,1118-04-02T00:52:00
60,374740932669812,ARS,3710.94,1693-04-19T16:50:00
38,4485883604256,UYU,9279.96,3663-05-20T17:02:00
91,4226506558128,HUF,8217.47,1230-08-03T23:00:00
46,376508021703490,MNT,4992.07,1880-05-11T20:58:00
93,343119154831315,NZD,8089.57,7185-05-23T19:25:00
51,4141996624535689,JPY,3593.75,4690-09-03T13:24:00
37,5539509723288915,XAU,1817.41,3185-02-13T16:04:00
69,341428978586421,AFN,8029.78,1607-12-13T00:42:00
34,4747726402326,XOF,9157.55,9422-08-23T04:01:00
24,5164214743830588,GBP,8609.45,5757-04-12T09:47:00
35,346396242811596,XDR,7088.05,9447-10-08T03:08:00
85,4446029162784,AZN,2136.61,8109-12-30T18:56:00
3,4192328597200,MDL,2311.39,5329-08-31T09:08:00
8,5384690241105090,ALL,4532.84,6247-01-25T18:20:00
94,377524600596435,LAK,4727.07,9407-03-01T23:12:00
78,5402086998708632,XDR,9299.75,2333-10-30T15:30:00
89,4863092056151,ALL,3310.17,2061-12-26T12:19:00
83,344526021353934,XFU,5292.35,5971-06-21T14:24:00
32,4097625326178,FJD,8805.16,9861-08-16T03:54:00
56,5522305075461377,XTS,8542.06,9911-01-12T15:03:00
71,5110876978323904,BBD,4253.25,3519-10-24T06:13:00
74,5386279582660232,SOS,7438.03,9010-12-29T18:59:00
31,345665933617315,XAF,3204.09,3801-01-30T08:32:00
40,5533784605548605,DKK,7244.85,4155-02-15T20:58:00
93,5381587812785529,BRL,9315.36,3218-07-03T00:22:00
24,4398811880528767,NOK,1089.93,8727-11-03T19:32:00
68,4058153233042423,RWF,8428.49,3614-05-20T12:01:00
24,4300070320707922,ALL,9634.62,7398-06-26T09:03:00
32,5513921926853728,SEK,9411.16,6666-02-04T16:12:00
43,4251779374452,SYP,5758.40,5298-12-20T07:34:00
73,373477429923171,BDT,9309.04,8803-03-08T17:11:00
47,371961138201276,MAD,4674.38,2896-10-29T22:35:00
91,5278950463766212,HNL,6983.60,7889-05-29T20:31:00
7,5157183751659362,HUF,1944.61,6847-03-19T17:59:00
100,5550160978719214,XFU,1812.07,6416-11-07T03:59:00
45,379430539036548,GYD,2177.92,2859-10-14T14:53:00
33,5214621106182706,ZAR,6024.91,4174-10-16T20:43:00
95,4049014303250852,RSD,4990.52,9731-03-09T08:56:00
4,5174612687986183,THB,5080.45,3800-12-27T16:21:00
79,345002721499257,GIP,5922.70,7936-03-05T06:34:00
93,5293012311519516,BZD,5956.11,8460-01-22T22:46:00
14,378812902655968,XPD,6546.87,3098-08-04T00:46:00
48,5179927296065541,VUV,7723.00,6733-04-04T13:34:00
3,5291444096885519,BND,4565.85,9218-12-01T22:45:00
21,5173543106506107,ERN,82.76,7502-06-25T18:14:00
8,4864525084011,HUF,1581.09,5723-10-12T19:23:00
96,347903398197816,XPF,6329.38,8884-03-31T16:43:00
97,5336095860902554,LBP,693.32,6100-02-19T19:11:00
33,5365515888920514,XAG,834.31,7456-08-03T05:22:00
76,5355280792930651,ANG,8349.39,1748-07-31T03:35:00
47,372413277654212,MYR,7289.07,3385-02-15T12:17:00
19,4722125579773,TWD,8592.40,5743-02-26T15:49:00
10,374658220566558,BRL,9342.24,5259-03-04T11:48:00
39,5593317137325361,HRK,4351.99,6014-01-09T08:02:00
59,4329195146206002,EEK,5819.58,1359-04-12T18:50:00
49,5154748357534657,ZWL,4627.21,8292-12-03T22:17:00
14,5446542616192904,LAK,2685.73,3683-02-02T08:31:00
33,4034148531189321,VND,8166.09,8937-05-20T05:15:00
68,375969260816410,TND,5141.74,4962-06-26T13:26:00
98,5145858367507221,TOP,2777.19,3472-08-23T06:02:00
39,4864651092382,CAD,9500.31,8201-03-27T07:10:00
24,4023888566465,CAD,1968.78,6164-10-19T13:44:00
34,4795364707463,THB,8092.08,4192-08-02T04:06:00
53,4112819981685498,GHS,8600.37,5862-10-17T08:28:00
62,5522323305944492,UYU,2694.22,6720-06-26T01:04:00
65,341177052337974,PGK,9066.15,1897-10-31T05:15:00
23,4202031384429,USD,900.83,4706-03-26T01:12:00
11,5327404333793593,DJF,1183.82,8567-08-18T13:33:00
32,372571566487148,DOP,3566.40,3585-05-05T05:09:00
55,374046363248768,SOS,6380.75,4655-04-12T22:41:00
36,5599663703051673,GTQ,4702.64,1611-04-19T21:11:00
33,4685620286610,ETB,5771.91,3434-12-23T20:14:00
74,4084337043167979,TWD,4080.98,6952-01-07T20:33:00
65,342446141668879,VEF,6841.74,1331-04-25T07:35:00
16,373402859421880,JPY,4402.54,2690-08-22T04:27:00
13,343124917799461,GIP,8076.06,2389-11-06T04:49:00
15,377709061635500,ETB,4547.27,7153-03-15T05:06:00
89,345683964333712,MVR,1123.93,2071-01-19T00:50:00
22,4431168488087632,LRD,473.57,2184-06-10T14:25:00
91,4934296917937,ANG,2009.84,7161-06-06T15:33:00
37,5191322832672949,XBB,2700.46,5349-08-13T17:42:00
69,4687871801043,NOK,2683.50,2837-06-02T18:08:00
9,343934715072412,BGN,8515.92,7396-08-11T05:46:00
88,5145652549120429,NZD,6237.65,9513-05-07T06:52:00
16,371482179631519,AUD,9186.90,5001-11-21T22:48:00
1,4384406441503,SHP,5872.13,6498-12-04T03:17:00
11,4300658251901,BWP,2755.86,4627-08-29T08:05:00
89,5583443922161233,BND,3935.33,7144-03-03T01:51:00
1,378087618905653,NPR,271.20,6144-09-21T21:37:00
47,343814737329671,MDL,6510.89,2234-09-29T22:53:00
67,378979366717783,XPT,6399.73,8557-12-26T12:48:00
52,5477019972259447,LTL,129.62,2387-08-06T23:25:00
24,4675232104681569,DZD,7676.49,1232-06-09T18:16:00
37,370445788341268,PLN,2609.40,8555-01-28T10:29:00
5,4969810498418246,MVR,1080.17,6102-08-20T23:00:00
41,4100346409924,NZD,1223.70,1254-11-27T00:56:00
59,5221668413126828,TRY,7504.36,3352-11-10T10:42:00
81,5109951825684544,SEK,9542.14,8344-07-13T02:42:00
32,4330954104541,KRW,4657.60,3501-12-12T19:44:00
29,4943237800366734,LAK,9199.91,7761-07-13T16:02:00
56,340620820678440,QAR,6668.27,8653-04-17T19:41:00
7,4028784713200201,KRW,3672.66,1556-12-27T15:49:00
13,4956877205008888,ERN,3373.12,3835-12-02T18:25:00
70,5319034026881882,MYR,6493.92,3201-01-08T09:10:00
64,4059373621183964,VEF,4832.51,7584-10-17T22:36:00
27,4867801371363057,VND,5364.22,1097-07-01T16:01:00
83,5472329953263226,LAK,9974.17,5226-08-21T06:09:00
51,5543820751073903,PKR,8488.41,5126-11-14T14:29:00
59,5323493401374240,ZMK,4481.21,5262-09-07T17:49:00
53,5318530642956140,YER,7083.05,8651-07-14T22:15:00
42,5137594511569755,BHD,8508.58,1118-07-18T00:57:00
6,346181889688566,BND,7811.45,3679-01-07T14:06:00
83,5153598191020871,PEN,56.38,5790-12-06T01:13:00
32,370649833298900,MKD,1171.24,3253-11-06T12:04:00
54,376502807536133,OMR,7075.85,5571-10-16T04:34:00
71,5144751399244379,ZMK,7778.64,8283-08-02T15:46:00
17,4960433998999,PEN,8574.98,5132-12-19T15:15:00
34,4569019049964195,CAD,4725.94,4093-11-08T07:50:00
64,342151633233411,STD,8798.64,6212-03-03T07:14:00
46,4353623085213167,HKD,6522.30,7675-03-15T22:18:00
5,348874270815171,QAR,1855.19,5123-11-30T05:46:00
87,5548097542157999,KWD,6954.63,9171-09-15T20:57:00
22,374023673695621,VUV,7820.11,5295-11-23T12:54:00
56,346276454907686,CAD,9518.52,9012-10-19T15:35:00
16,4219847343580786,NZD,5241.12,5956-03-04T04:35:00
8,4581663210377,BOB,4101.35,4543-07-14T05:09:00
43,372493941339530,UZS,9743.13,6983-08-11T13:12:00
60,5162634768381419,BZD,5210.41,6997-10-19T15:55:00
86,4592047279307810,MNT,9441.48,5691-02-25T18:08:00
80,5191212906610299,NZD,61.35,1637-11-29T03:03:00
93,4860622731537991,OMR,6335.60,1437-06-17T06:18:00
39,4828113271979,MKD,6356.44,2598-03-25T11:33:00
72,4275429285445,LKR,8557.78,9832-09-28T15:47:00
7,5102895755220430,EEK,6552.60,8400-09-30T11:26:00
93,5446590708859138,BOB,9986.16,6108-09-24T20:14:00
18,4742696208209643,ALL,1417.32,4556-05-21T03:29:00
32,377892482298629,GHS,3758.74,5423-03-27T05:31:00
16,4668865518474672,CHF,9310.77,7433-05-07T04:38:00
49,5312004526389345,INR,9384.03,3341-10-12T07:37:00
27,347739438397186,HTG,5221.66,6771-04-11T06:41:00
91,5195414963643165,XBD,114.98,2305-05-11T23:43:00
70,4061218690350,XAU,6286.44,5999-06-16T05:59:00
60,345303058776511,SRD,1576.30,1649-06-27T15:25:00
74,4871692858366778,STD,1645.58,3007-06-14T09:29:00
12,4213215718536070,LTL,185.09,2680-03-05T16:57:00
70,5313222320927388,ANG,3688.87,6538-02-22T14:35:00
12,4511438982286,BMD,895.63,6938-02-21T00:24:00
1,4897209428624246,IQD,4187.32,7593-09-29T15:46:00
86,5289496118182931,MVR,5664.94,1723-03-02T02:22:00
73,5577364206642805,LTL,412.60,6743-01-21T08:44:00
92,5329462855241845,AZN,4121.27,2645-12-05T05:46:00
75,5157772454681390,XBC,3261.76,5851-07-13T03:24:00
11,4559460072443875,GYD,7816.85,4873-10-18T08:51:00
96,349727563088381,SOS,8426.50,2204-07-25T04:35:00
5,4362590319858,ZWL,2092.93,9788-05-19T06:25:00
82,4926800589602,SZL,628.19,4923-06-16T04:07:00
59,340804274214591,OMR,9499.95,3418-08-29T16:55:00
64,5159069275638545,GMD,7187.79,4243-09-13T18:51:00
52,4964477188288,PHP,5866.06,9430-03-11T11:26:00
5,4870649948838,SLL,9520.22,5043-12-16T21:35:00
78,5124610030639740,TND,821.11,4930-01-05T04:15:00
81,5213146658556710,MZN,1932.26,7792-05-21T00:20:00
45,4074409662086673,INR,981.53,5251-07-31T15:45:00
98,371888060176059,UZS,9418.16,7071-06-29T11:12:00
2,5361412810303148,VUV,7622.06,6615-08-30T14:48:00
43,4312542710939287,BOB,5300.32,6991-09-11T06:04:00
6,4022243614392670,KES,3879.43,7686-09-01T09:22:00
16,347730686636698,NGN,4129.29,8080-11-06T04:24:00
19,4299951029003,XTS,8916.26,4444-11-27T01:39:00
60,4004061135868305,BRL,6908.12,5586-09-28T12:08:00
51,4963492636310753,AOA,9985.74,5018-07-16T12:30:00
83,4771763984761,MNT,6121.72,1266-11-26T04:58:00
51,5307252610908762,AMD,3245.28,4098-11-26T21:14:00
79,4543535283222447,USD,9353.29,9179-06-24T23:17:00
14,4792740589095,UGX,8420.85,9234-04-05T08:55:00
59,4323114402014,AWG,2948.41,8368-05-10T08:56:00
87,5305655627157599,SDG,7860.95,1765-12-17T16:05:00
78,4844274525606,TMT,825.07,6720-03-14T18:56:00
79,5353606951825591,SBD,7816.22,5556-05-10T00:35:00
95,5192833001246744,GYD,319.25,6486-05-04T10:34:00
77,5285527845202347,THB,7802.18,9209-10-13T19:40:00
76,4324904513932,VUV,5606.61,2745-11-10T23:40:00
83,4819798674276,SAR,6166.99,9386-04-08T00:32:00
71,4236631215831,TZS,9237.61,6168-10-31T10:25:00
76,5590713940859005,BDT,2230.32,1137-02-15T13:47:00
53,376052754091307,XTS,3015.35,6298-04-09T05:13:00
92,372056820272348,GIP,3683.80,8422-02-25T12:13:00
9,4657374416265,XAF,265.08,5641-02-18T16:10:00
36,5555421038356529,MWK,7913.41,9502-12-04T09:53:00
69,5301577861339630,DZD,7265.26,2574-06-20T01:54:00
54,4857864067452,ARS,4334.90,6504-05-13T22:50:00
93,378151364785277,HUF,9965.78,1065-02-18T01:58:00
81,5331877976492132,BAM,7353.58,7057-09-24T13:27:00
30,4935080834027363,COP,7348.12,6762-03-20T21:25:00
93,4315420430765687,XBD,8119.99,3969-07-16T14:15:00
26,372840868713719,IQD,1576.45,6095-03-06T01:03:00
98,5500419125654307,XAF,68.55,7057-07-13T16:00:00
77,343212630245524,SZL,6114.39,7702-12-03T17:11:00
7,5425117118983533,OMR,7667.59,5618-11-19T01:22:00
67,4935220930271826,STD,4560.55,6797-10-24T00:12:00
52,4650227825115300,XCD,1467.00,9503-02-04T15:48:00
70,4307764494311999,XFU,6869.91,9045-09-11T20:50:00
94,4049468097688349,JMD,5089.25,4945-09-08T10:14:00
1,5234807153935940,RON,1638.11,3802-04-10T13:02:00
29,4403780579244254,XAU,6166.08,2773-11-06T12:16:00
49,379268161045351,XBD,8333.68,8884-07-02T09:24:00
50,372869587594706,ETB,163.93,2931-07-02T18:06:00
37,5252625774080269,DKK,8470.09,5696-11-23T09:11:00
86,5124061487121008,CNY,1251.00,3107-01-25T12:13:00
14,379006052234494,RON,7255.79,4190-04-22T12:08:00
51,5536179851246672,TOP,8631.01,3890-01-11T17:23:00
50,373779071326062,ILS,7213.24,5770-12-23T00:38:00
6,374464533446572,ALL,3620.67,6156-06-11T05:55:00
29,4032705333140,UZS,1721.78,4256-02-08T00:38:00
61,5315979404309035,INR,4566.16,4621-03-10T14:08:00
50,4283546172356901,SDG,4251.94,6732-06-21T11:49:00
22,5182382474759058,MAD,2475.75,6589-05-22T03:21:00
60,379742813319619,MMK,4071.36,1511-03-31T16:34:00
9,4687486866186,PHP,9343.39,7163-03-07T02:44:00
75,4705733619114578,BAM,4106.66,1305-01-01T00:16:00
58,4268701404991244,INR,3185.80,1024-12-14T09:20:00
34,372149179569689,UAH,4894.55,8128-12-31T06:11:00
2,4545079255701169,KZT,925.63,4729-08-08T17:59:00
84,378944522393025,LVL,2221.35,7141-04-14T00:07:00
76,4376336109660692,AMD,5773.88,4498-07-23T17:03:00
91,346593717886384,PYG,3206.52,9270-09-17T20:44:00
59,4795591135271293,GNF,9294.92,2219-08-28T23:54:00
7,4884507647007597,SBD,6333.30,5087-01-08T18:18:00
13,4806908198690812,GEL,9068.29,9839-09-05T15:35:00
65,376937445334998,TWD,3772.15,9649-03-11T10:10:00
37,4148137023338283,AOA,2793.15,7940-10-11T02:34:00
23,4399705586533098,HNL,891.43,7709-06-26T11:34:00
90,372601514271525,SLL,5442.19,2885-01-26T13:30:00
24,4377962246280,HNL,5526.45,3418-03-13T22:49:00
44,379872931366917,XPT,2581.48,8247-07-25T22:11:00
87,343115558839171,INR,6517.40,9288-10-07T05:17:00
94,5565599753886255,KES,9335.70,7752-06-08T10:20:00
47,4378341824632,SYP,1611.97,6704-05-11T06:13:00
26,5543899127979191,EUR,3016.60,1528-01-13T02:28:00
73,5419110483773181,SYP,1692.30,5314-04-03T05:54:00
68,347419587011502,KPW,6044.92,8433-05-03T09:05:00
87,379652377441115,BZD,7690.66,6212-05-30T09:06:00
49,5166939090744903,BAM,8317.74,8893-05-15T11:30:00
8,5342065683924087,XFU,5882.30,4813-11-18T18:29:00
70,5596045859900205,HNL,5786.06,3575-09-03T09:47:00
95,348824926962456,TJS,1220.64,7571-06-19T22:57:00
45,4590482909661,CVE,5075.34,5149-08-23T03:32:00
79,5467471592868333,UGX,7796.42,8198-07-07T15:47:00
42,377132669417949,CHF,2988.86,4313-06-23T06:43:00
61,5558413985139575,SZL,5568.77,2303-04-17T08:25:00
67,4892780377461,XPF,3124.65,2242-07-18T12:52:00
13,345826124399909,BYR,2148.32,8917-06-10T19:10:00
1,4423530764211758,SGD,8549.50,3508-03-03T00:33:00
20,5163668785291564,HRK,159.80,5814-06-02T22:39:00
38,4057388759927356,HKD,5218.54,4977-11-29T09:57:00
13,4292145671946780,BAM,941.14,2581-11-28T06:12:00
46,5145057981433332,PHP,9160.79,7411-09-21T10:30:00
52,4398499656285711,BHD,5388.90,4375-12-11T00:10:00
99,5353802326715811,KPW,2048.48,6702-01-22T08:56:00
10,348190455224054,MKD,1496.86,9253-05-29T10:38:00
30,5503393885076943,XBA,3289.99,3594-05-13T13:19:00
70,4882428748201,MAD,5769.59,3708-01-17T17:19:00
91,5226975433637014,MZN,8049.24,6045-09-10T18:30:00
23,4908341103857,DZD,3029.29,1891-12-01T02:50:00
24,376208610286096,FJD,4320.99,2739-09-01T03:39:00
17,4160080187833314,MVR,528.81,1559-02-13T05:01:00
25,5438977720578574,CLP,4144.50,4338-06-15T19:06:00
84,5431971966607632,PEN,7906.28,4192-05-20T18:26:00
22,346274148776620,CUP,2650.60,2050-09-24T14:43:00
23,5281269733353114,INR,8581.87,6899-02-12T00:50:00
30,4915296081937625,SOS,8143.84,8108-06-24T05:12:00
34,4898140926252496,BBD,4849.23,3236-03-07T21:41:00
94,4586394896913101,BMD,3055.70,1313-11-06T04:14:00
71,343008424681399,XAG,520.81,2806-05-31T19:52:00
100,379975265900811,MYR,4882.79,7587-06-17T18:57:00
91,5551080747587388,MGA,6450.72,2395-04-18T02:58:00
77,4556984587323754,GEL,4455.55,5032-10-21T01:31:00
46,5277657469770798,ZAR,5357.27,7345-04-27T11:53:00
18,372289733131833,XOF,3745.32,9158-04-17T09:52:00
77,5340188318636306,TRY,183.48,4137-08-07T18:12:00
79,340488633185961,MZN,4534.68,6008-05-18T19:58:00
59,5379450458471280,LVL,8486.84,6007-08-22T03:01:00
96,378265883199698,GTQ,7884.95,5134-11-02T14:09:00
23,4804894191612007,PEN,4773.04,2150-06-25T06:32:00
4,4236956867099740,TTD,8613.19,7862-05-22T20:23:00
36,4212825889609,HKD,2944.57,9686-11-12T21:27:00
60,4289877037128,KGS,8385.85,7530-09-03T05:27:00
41,5511432536469329,UAH,6124.58,6574-08-29T08:25:00
84,4226352988065,HTG,7942.99,7274-12-17T13:24:00
30,349661116509555,QAR,2072.64,1411-05-01T07:26:00
54,4459924055313208,XDR,4301.04,7680-08-12T02:55:00
49,5490321216405858,KZT,3629.77,7149-12-01T19:37:00
71,4860509593139,STD,3204.33,6704-09-05T10:28:00
63,4098445818978,UYU,3970.90,1317-12-10T05:26:00
12,373523233217568,PGK,1146.04,7180-01-26T12:18:00
81,5331086302996986,SYP,6404.02,9491-02-08T12:39:00
14,4033226584062,KMF,2652.33,3070-10-20T02:04:00
69,5322951442916023,USD,5801.66,6481-06-07T05:01:00
48,5150411921567182,HNL,6514.37,4092-07-09T05:34:00
8,5305002780263015,BIF,4626.96,1977-09-25T18:58:00
94,370564833049654,BAM,9359.27,2850-04-07T23:02:00
46,5247161186324317,KES,3414.17,1221-03-02T03:52:00
26,4079059439408141,BND,4859.14,7320-09-19T18:31:00
7,373175477367463,INR,3677.60,9846-04-18T20:04:00
10,376303827570291,CNY,7366.63,4315-05-17T05:00:00
96,5456955257398308,AFN,3725.70,6502-05-04T16:00:00
94,4956809679928937,BDT,2060.29,5421-03-06T23:01:00
12,374763024597979,HRK,6574.68,7801-01-31T07:11:00
41,378367091128860,GMD,7087.61,8148-11-29T13:35:00
30,370228668855138,MGA,2382.79,6152-11-11T23:38:00
56,5202901820992059,PYG,7536.50,3648-11-03T11:43:00
5,377448000303747,BWP,5374.34,7572-04-08T20:56:00
95,5431465900004030,EEK,6995.45,2514-09-01T20:47:00
69,5571823149059274,ERN,2965.73,2378-07-23T01:59:00
36,5314909122239926,BHD,7543.54,7360-11-29T21:26:00
89,341744956730009,UZS,4264.48,6958-08-16T16:48:00
18,5113427433567722,MWK,1116.89,9779-12-23T11:07:00
47,4020034727731,RUB,9981.75,7018-10-06T14:16:00
36,4373249565823204,ZAR,504.53,9844-03-25T10:19:00
62,347214329547448,LTL,9377.32,6448-08-29T22:18:00
80,4097095454301439,TND,2881.78,7585-08-01T06:59:00
55,340547339378827,XCD,7576.95,3432-09-12T23:31:00
48,370362736151755,COP,5813.46,7186-04-30T12:29:00
94,5507362897823523,LVL,4722.23,1233-01-01T10:52:00
54,5118835209393443,BGN,5958.47,8352-09-10T22:37:00
27,346086239458238,RSD,2143.91,4924-08-10T16:26:00
70,5582470849262548,TMT,14.12,9544-07-30T02:38:00
98,4823796650913,LRD,9587.54,8676-11-30T05:06:00
45,379539526224814,GYD,9863.14,2508-03-19T20:31:00
89,4397449714177435,ZAR,346.42,7016-12-02T20:32:00
2,371377195855166,EUR,6028.91,3733-04-26T01:51:00
100,4846511640447369,AMD,9977.52,1388-02-29T15:28:00
30,374340568224237,GNF,6290.34,7589-01-26T05:27:00
